topic,query_type,query,page,position,url,domain,title,timestamp,source,wikipedia_page,domains,status,status_raw,summary,reason
electronic_cigarettes,slanted,e cigarette lung disease,1,6,https://www.mdpi.com/1660-4601/22/5/792,mdpi.com,E-Cigarette or Vaping Product Use-Associated Lung Injury,2026-05-09 19:02:41,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
electronic_cigarettes,slanted,teen vaping epidemic,3,1,https://www.forbes.com/sites/jessepines/2026/04/06/16-million-teens-are-vaping-health-risks-are-worse-than-you-think/,forbes.com,1.6 Million Teens Are Vaping. Health Risks Are Worse ...,2026-05-09 19:06:50,Forbes.com(5 August 2010 – present),Forbes.com,forbes.com;0015-6914,mixed,No consensus,"Forbes.comarticles published after 5 August 2010 include ones written by their staff and byForbes.com contributors. There is no consensus on the general reliability ofForbes.comcontent created after this date due to concerns around contributors-turned-staff's articles being retroactively modified to appear written by staff. Articles are considered generally reliable if it is ascertained their authors were part of theForbesstaff at the time of the article's writing, and considered generally unreliable if the opposite is ascertained.",domain forbes.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
obesity,neutral,healthy diet research,2,7,https://www.mdpi.com/2072-6643/16/9/1365,mdpi.com,What Is Considered Healthy Eating? An Exploratory Study ...,2026-05-09 19:10:25,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
obesity,slanted,obesity treatment failures,1,4,https://www.mdpi.com/1422-0067/27/6/2539,mdpi.com,Resistant and Refractory Obesity: The Complexity of Anti- ...,2026-05-09 19:12:42,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
plant_based_diet,neutral,vegan health impact,1,9,https://www.mdpi.com/2072-6643/17/5/884,mdpi.com,Impact of Vegan and Vegetarian Diets on Neurological ...,2026-05-09 19:13:34,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
plant_based_diet,slanted,plant based nutrient deficiencies,1,5,https://www.mdpi.com/2674-0311/3/2/10,mdpi.com,Common Nutritional Shortcomings in Vegetarians and ...,2026-05-09 19:14:08,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
plant_based_diet,neutral,meat substitutes safety,1,2,https://www.mdpi.com/2071-1050/15/19/14336,mdpi.com,Safety and Nutritional Risks Associated with Plant-Based ...,2026-05-09 19:16:46,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
soy,neutral,soy health effects,3,2,https://www.mdpi.com/2072-6643/8/12/754,mdpi.com,Soy and Health Update: Evaluation of the Clinical and ...,2026-05-09 19:22:19,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
soy,neutral,tofu nutrition research,3,10,https://www.mdpi.com/2304-8158/10/7/1594,mdpi.com,Changes of Soybean Protein during Tofu Processing,2026-05-09 19:25:53,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
dairy,neutral,dairy calcium consumptin facts,1,8,https://www.mdpi.com/2072-6643/17/17/2723,mdpi.com,Dairy Consumption and Risk of Cardiovascular and Bone ...,2026-05-09 19:28:29,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
dairy,slanted,milk hormone concerns,3,3,https://www.mdpi.com/1660-4601/15/1/38,mdpi.com,A Survey of Naturally-Occurring Steroid Hormones in Raw ...,2026-05-09 19:29:35,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
dairy,neutral,cheese nutrition research,3,8,https://www.mdpi.com/2072-6643/9/1/63,mdpi.com,Cheese Consumption and Risk of All-Cause Mortality,2026-05-09 19:30:15,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
dairy,neutral,yogurt probiotic health impact,1,9,https://www.mdpi.com/2076-3417/14/24/11798,mdpi.com,Functional Yogurt: Types and Health Benefits,2026-05-09 19:31:35,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
dairy,slanted,raw dairy risks,3,5,https://www.mdpi.com/2306-5710/3/4/54,mdpi.com,Raw and Heat-Treated Milk: From Public Health Risks to ...,2026-05-09 19:32:33,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
eggs,neutral,egg cholesterol safety,3,10,https://timesofindia.indiatimes.com/life-style/health-fitness/diet/eggs-and-high-cholesterol-whats-safe-and-whats-not-expert-tips/photostory/125712764.cms,timesofindia.indiatimes.com,Eggs and high cholesterol: What's safe and what's not ...,2026-05-09 19:33:20,The Times of India(post-1950)(TOI),The_Times_of_India,0971-8257;timesofindia.indiatimes.com,mixed,No consensus,Additional considerations apply to articles published inThe Times of India(TOI) after 1950.TOIhas sometimes had a poor reputation for fact-checking and its use should be evaluated with caution. Editors should ensure that they do not usepaid advertorials—which were first published inTOIin 1950 at the earliest—to verify information or establish notability. Paid advertorials may be of particular concern in topics such as entertainment. Editors should also be aware thatTOImay have published at least one AI-generated article.,domain timesofindia.indiatimes.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
eggs,neutral,egg protein consumption,1,7,https://www.mdpi.com/2304-8158/11/15/2309,mdpi.com,Health Functions of Egg Protein,2026-05-09 19:34:44,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
salt,slanted,salt hypertension risk,1,10,https://www.mdpi.com/2227-9059/13/3/746,mdpi.com,Silent Effects of High Salt: Risks Beyond Hypertension and ...,2026-05-09 19:44:04,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
caffeine,neutral,caffeine health impact,2,4,https://www.mdpi.com/2072-6643/17/15/2558,mdpi.com,Coffee's Impact on Health and Well-Being,2026-05-09 19:49:02,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
caffeine,neutral,coffee antioxidant research,1,1,https://www.mdpi.com/2076-3921/14/3/285,mdpi.com,Coffee as a Source of Antioxidants and an Elixir of Youth,2026-05-09 19:50:14,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
caffeine,neutral,coffee antioxidant research,3,6,https://www.mdpi.com/2076-3417/13/4/2057,mdpi.com,Antioxidant Activity of Coffee Components Influenced by ...,2026-05-09 19:51:48,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
caffeine,neutral,tea health effects,1,9,https://www.mdpi.com/2306-5710/11/5/148,mdpi.com,"Biological Activities of Tea: Benefits, Risks, and Critical ...",2026-05-09 19:53:24,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
alcohol,neutral,beer nutrition research,1,7,https://www.mdpi.com/2072-6643/17/10/1625,mdpi.com,Non-Alcoholic Beer Influences Glucose and Lipid ...,2026-05-09 19:58:10,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
fast_food,neutral,food processing research,1,7,https://www.mdpi.com/topics/Food_Processing_Preservation,mdpi.com,Food Processing and Preservation,2026-05-09 20:04:06,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
organic_food,slanted,organic farming pesticides,2,3,https://www.mdpi.com/2073-4395/11/7/1266,mdpi.com,Organic Farming Lessens Reliance on Pesticides and ...,2026-05-09 20:08:25,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
tap_water,neutral,tap water safety,2,2,https://www.mdpi.com/2073-4441/16/9/1221,mdpi.com,"Safety of Tap Water in Terms of Changes in Physical, ...",2026-05-09 20:09:22,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
tap_water,slanted,water contamination risks,2,6,https://www.mdpi.com/2073-4441/15/14/2532,mdpi.com,Human Health Risks due to Exposure to Water Pollution,2026-05-09 20:17:58,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
bottled_water,neutral,bottled water convenience,3,1,https://www.mdpi.com/2073-4441/16/20/3011,mdpi.com,Bottled or Tap Water? Factors Explaining Consumption ...,2026-05-09 20:19:42,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
bottled_water,neutral,spring water consumption health impact,1,6,https://www.mdpi.com/2073-4441/15/10/1863,mdpi.com,Human Health Risk and Quality Assessment of Spring ...,2026-05-09 20:22:36,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
bottled_water,neutral,mineral water research,1,6,https://www.mdpi.com/2072-6643/17/14/2291,mdpi.com,Insights into Bicarbonate Mineral Water and Acid–Base ...,2026-05-09 20:25:39,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
bottled_water,neutral,mineral water research,3,8,https://www.mdpi.com/2304-8158/9/12/1875,mdpi.com,Nutrient Effect on the Taste of Mineral Waters,2026-05-09 20:26:24,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
bottled_water,slanted,phthalate leaching,2,7,https://www.mdpi.com/2673-4605/18/1/7,mdpi.com,Unveiling Bottled Water Perils: Investigating Phthalate ...,2026-05-09 20:27:04,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
mining,slanted,mining environmental damage,1,9,https://www.mdpi.com/2071-1050/17/17/7757,mdpi.com,Mining-Induced Environmental Degradation and ...,2026-05-09 20:29:12,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
mining,neutral,coal mining technology,2,6,https://www.mdpi.com/journal/energies/special_issues/intelligent_coal_mining_technology,mdpi.com,Energies | Special Issue : Intelligent Coal Mining Technology,2026-05-09 20:30:35,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
mining,neutral,gold mining economic impact,2,6,https://www.mdpi.com/1660-4601/19/3/1190,mdpi.com,"History, Socioeconomic Problems and Environmental ...",2026-05-09 20:32:35,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
mining,slanted,mercury pollution gold mining,2,2,https://www.mdpi.com/2073-4441/16/5/756,mdpi.com,Aquatic Mercury Pollution from Artisanal and Small-Scale ...,2026-05-09 20:33:18,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
deforestation,slanted,deforestation climate impact,3,2,https://www.mdpi.com/2071-1050/14/18/11303,mdpi.com,Effect of Deforestation on Climate Change: A Co ...,2026-05-09 20:35:34,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
deforestation,slanted,illegal logging,2,9,https://www.mdpi.com/1999-4907/12/7/838,mdpi.com,Illegal Logging and the Productivity Trap of Timber ...,2026-05-09 20:42:02,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
overfishing,neutral,fisheries management research,2,10,https://www.mdpi.com/2071-1050/14/12/7249,mdpi.com,Implementing Adaptive Management within a Fisheries ...,2026-05-09 20:45:07,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
education,slanted,common core failures,1,2,https://www.forbes.com/sites/nataliewexler/2021/04/22/the-little-known-flaw-behind-the-failure-of-the-common-core/,forbes.com,The Little-Known Flaw Behind The 'Failure' Of The ...,2026-05-09 20:59:19,Forbes.com(5 August 2010 – present),Forbes.com,forbes.com;0015-6914,mixed,No consensus,"Forbes.comarticles published after 5 August 2010 include ones written by their staff and byForbes.com contributors. There is no consensus on the general reliability ofForbes.comcontent created after this date due to concerns around contributors-turned-staff's articles being retroactively modified to appear written by staff. Articles are considered generally reliable if it is ascertained their authors were part of theForbesstaff at the time of the article's writing, and considered generally unreliable if the opposite is ascertained.",domain forbes.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
education,neutral,online learning effectiveness,3,7,https://www.mdpi.com/2071-1050/14/5/2570,mdpi.com,Assessing the Impact of Online-Learning Effectiveness and ...,2026-05-09 21:03:53,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
healthcare,slanted,obamacare failures,3,9,https://www.forbes.com/sites/theapothecary/2020/09/23/the-disappointing-affordable-care-act/,forbes.com,The Disappointing Affordable Care Act,2026-05-09 21:09:44,Forbes.com(5 August 2010 – present),Forbes.com,forbes.com;0015-6914,mixed,No consensus,"Forbes.comarticles published after 5 August 2010 include ones written by their staff and byForbes.com contributors. There is no consensus on the general reliability ofForbes.comcontent created after this date due to concerns around contributors-turned-staff's articles being retroactively modified to appear written by staff. Articles are considered generally reliable if it is ascertained their authors were part of theForbesstaff at the time of the article's writing, and considered generally unreliable if the opposite is ascertained.",domain forbes.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
